generation_gwh_2019,log_capacity_mw,log_commissioning_year
,2.468099531471619,7.606387389772652
,9.862821795810113,7.60887062919126
,3.4339872044851463,7.6016022146563555
,3.713572066704308,7.610357618312838
,3.9318256327243257,7.611308132255964
